codigo_pais,pais,nivel_ingreso,a�o,codigo_indicador,energia_per_capita
CIV,Côte d'Ivoire,Lower middle income,1984,EG.USE.PCAP.KG.OE,365.88
CIV,Côte d'Ivoire,Lower middle income,1985,EG.USE.PCAP.KG.OE,371.05
CIV,Côte d'Ivoire,Lower middle income,1986,EG.USE.PCAP.KG.OE,397.97
CIV,Côte d'Ivoire,Lower middle income,1987,EG.USE.PCAP.KG.OE,393.31
CIV,Côte d'Ivoire,Lower middle income,1988,EG.USE.PCAP.KG.OE,386.55
CIV,Côte d'Ivoire,Lower middle income,1989,EG.USE.PCAP.KG.OE,385.43
CIV,Côte d'Ivoire,Lower middle income,1990,EG.USE.PCAP.KG.OE,364.81
CIV,Côte d'Ivoire,Lower middle income,1991,EG.USE.PCAP.KG.OE,361.38
CIV,Côte d'Ivoire,Lower middle income,1992,EG.USE.PCAP.KG.OE,379.73
CIV,Côte d'Ivoire,Lower middle income,1993,EG.USE.PCAP.KG.OE,379.14
CIV,Côte d'Ivoire,Lower middle income,1994,EG.USE.PCAP.KG.OE,374.82
CIV,Côte d'Ivoire,Lower middle income,1995,EG.USE.PCAP.KG.OE,360.42
CIV,Côte d'Ivoire,Lower middle income,1996,EG.USE.PCAP.KG.OE,390.87
CIV,Côte d'Ivoire,Lower middle income,1997,EG.USE.PCAP.KG.OE,385.19
CIV,Côte d'Ivoire,Lower middle income,1998,EG.USE.PCAP.KG.OE,371.53
CIV,Côte d'Ivoire,Lower middle income,1999,EG.USE.PCAP.KG.OE,429.77
CIV,Côte d'Ivoire,Lower middle income,2000,EG.USE.PCAP.KG.OE,404.17
CIV,Côte d'Ivoire,Lower middle income,2001,EG.USE.PCAP.KG.OE,378.65
CIV,Côte d'Ivoire,Lower middle income,2002,EG.USE.PCAP.KG.OE,394.7
CIV,Côte d'Ivoire,Lower middle income,2003,EG.USE.PCAP.KG.OE,364.22
CIV,Côte d'Ivoire,Lower middle income,2004,EG.USE.PCAP.KG.OE,501.43
CIV,Côte d'Ivoire,Lower middle income,2005,EG.USE.PCAP.KG.OE,507.03
CIV,Côte d'Ivoire,Lower middle income,2006,EG.USE.PCAP.KG.OE,487.7
CIV,Côte d'Ivoire,Lower middle income,2007,EG.USE.PCAP.KG.OE,513.7
CIV,Côte d'Ivoire,Lower middle income,2008,EG.USE.PCAP.KG.OE,505.44
CIV,Côte d'Ivoire,Lower middle income,2009,EG.USE.PCAP.KG.OE,453.48
CIV,Côte d'Ivoire,Lower middle income,2010,EG.USE.PCAP.KG.OE,481.19
CIV,Côte d'Ivoire,Lower middle income,2011,EG.USE.PCAP.KG.OE,540.34
CIV,Côte d'Ivoire,Lower middle income,2012,EG.USE.PCAP.KG.OE,573.93
CIV,Côte d'Ivoire,Lower middle income,2013,EG.USE.PCAP.KG.OE,602.14
CMR,Cameroon,Lower middle income,1980,EG.USE.PCAP.KG.OE,429.05
CMR,Cameroon,Lower middle income,1981,EG.USE.PCAP.KG.OE,434.63
CMR,Cameroon,Lower middle income,1982,EG.USE.PCAP.KG.OE,443.65
CMR,Cameroon,Lower middle income,1983,EG.USE.PCAP.KG.OE,449.76
CMR,Cameroon,Lower middle income,1984,EG.USE.PCAP.KG.OE,451.31
CMR,Cameroon,Lower middle income,1985,EG.USE.PCAP.KG.OE,454.67
CMR,Cameroon,Lower middle income,1986,EG.USE.PCAP.KG.OE,447.34
CMR,Cameroon,Lower middle income,1987,EG.USE.PCAP.KG.OE,441.66
CMR,Cameroon,Lower middle income,1988,EG.USE.PCAP.KG.OE,441.9
CMR,Cameroon,Lower middle income,1989,EG.USE.PCAP.KG.OE,444.58
CMR,Cameroon,Lower middle income,1990,EG.USE.PCAP.KG.OE,435.75
CMR,Cameroon,Lower middle income,1991,EG.USE.PCAP.KG.OE,427.01
CMR,Cameroon,Lower middle income,1992,EG.USE.PCAP.KG.OE,419.16
CMR,Cameroon,Lower middle income,1993,EG.USE.PCAP.KG.OE,421.24
CMR,Cameroon,Lower middle income,1994,EG.USE.PCAP.KG.OE,423.57
CMR,Cameroon,Lower middle income,1995,EG.USE.PCAP.KG.OE,419.14
CMR,Cameroon,Lower middle income,1996,EG.USE.PCAP.KG.OE,417.99
CMR,Cameroon,Lower middle income,1997,EG.USE.PCAP.KG.OE,418.6
CMR,Cameroon,Lower middle income,1998,EG.USE.PCAP.KG.OE,419.44
CMR,Cameroon,Lower middle income,1999,EG.USE.PCAP.KG.OE,411.64
CMR,Cameroon,Lower middle income,2000,EG.USE.PCAP.KG.OE,418.09
CMR,Cameroon,Lower middle income,2001,EG.USE.PCAP.KG.OE,412.06
CMR,Cameroon,Lower middle income,2002,EG.USE.PCAP.KG.OE,410.67
CMR,Cameroon,Lower middle income,2003,EG.USE.PCAP.KG.OE,415.85
CMR,Cameroon,Lower middle income,2004,EG.USE.PCAP.KG.OE,417.2
CMR,Cameroon,Lower middle income,2005,EG.USE.PCAP.KG.OE,408.36
CMR,Cameroon,Lower middle income,2006,EG.USE.PCAP.KG.OE,378.73
CMR,Cameroon,Lower middle income,2007,EG.USE.PCAP.KG.OE,347.35
CMR,Cameroon,Lower middle income,2008,EG.USE.PCAP.KG.OE,340.59
CMR,Cameroon,Lower middle income,2009,EG.USE.PCAP.KG.OE,357.88
CMR,Cameroon,Lower middle income,2010,EG.USE.PCAP.KG.OE,350.48
CMR,Cameroon,Lower middle income,2011,EG.USE.PCAP.KG.OE,328.34
CMR,Cameroon,Lower middle income,2012,EG.USE.PCAP.KG.OE,329.21
CMR,Cameroon,Lower middle income,2013,EG.USE.PCAP.KG.OE,336.36
COD,Dem. Rep. Congo,Low income,1980,EG.USE.PCAP.KG.OE,316.98
COD,Dem. Rep. Congo,Low income,1981,EG.USE.PCAP.KG.OE,323.43
COD,Dem. Rep. Congo,Low income,1982,EG.USE.PCAP.KG.OE,315.16
COD,Dem. Rep. Congo,Low income,1983,EG.USE.PCAP.KG.OE,326.59
COD,Dem. Rep. Congo,Low income,1984,EG.USE.PCAP.KG.OE,333.15
COD,Dem. Rep. Congo,Low income,1985,EG.USE.PCAP.KG.OE,323.15
COD,Dem. Rep. Congo,Low income,1986,EG.USE.PCAP.KG.OE,319.99
COD,Dem. Rep. Congo,Low income,1987,EG.USE.PCAP.KG.OE,322.94
COD,Dem. Rep. Congo,Low income,1988,EG.USE.PCAP.KG.OE,324.58
COD,Dem. Rep. Congo,Low income,1989,EG.USE.PCAP.KG.OE,322.58
COD,Dem. Rep. Congo,Low income,1990,EG.USE.PCAP.KG.OE,327.85
COD,Dem. Rep. Congo,Low income,1991,EG.USE.PCAP.KG.OE,317.59
COD,Dem. Rep. Congo,Low income,1992,EG.USE.PCAP.KG.OE,313.8
COD,Dem. Rep. Congo,Low income,1993,EG.USE.PCAP.KG.OE,309.98
COD,Dem. Rep. Congo,Low income,1994,EG.USE.PCAP.KG.OE,296.63
COD,Dem. Rep. Congo,Low income,1995,EG.USE.PCAP.KG.OE,296.53
COD,Dem. Rep. Congo,Low income,1996,EG.USE.PCAP.KG.OE,300.82
COD,Dem. Rep. Congo,Low income,1997,EG.USE.PCAP.KG.OE,301.31
COD,Dem. Rep. Congo,Low income,1998,EG.USE.PCAP.KG.OE,301.47
COD,Dem. Rep. Congo,Low income,1999,EG.USE.PCAP.KG.OE,294.17
COD,Dem. Rep. Congo,Low income,2000,EG.USE.PCAP.KG.OE,286.05
COD,Dem. Rep. Congo,Low income,2001,EG.USE.PCAP.KG.OE,286.86
COD,Dem. Rep. Congo,Low income,2002,EG.USE.PCAP.KG.OE,287.89
COD,Dem. Rep. Congo,Low income,2003,EG.USE.PCAP.KG.OE,289.97
COD,Dem. Rep. Congo,Low income,2004,EG.USE.PCAP.KG.OE,292.67
COD,Dem. Rep. Congo,Low income,2005,EG.USE.PCAP.KG.OE,294.67
COD,Dem. Rep. Congo,Low income,2006,EG.USE.PCAP.KG.OE,296.23
COD,Dem. Rep. Congo,Low income,2007,EG.USE.PCAP.KG.OE,297.3
COD,Dem. Rep. Congo,Low income,2008,EG.USE.PCAP.KG.OE,298.57
COD,Dem. Rep. Congo,Low income,2009,EG.USE.PCAP.KG.OE,297.86
COD,Dem. Rep. Congo,Low income,2010,EG.USE.PCAP.KG.OE,298.96
COD,Dem. Rep. Congo,Low income,2011,EG.USE.PCAP.KG.OE,307.03
COD,Dem. Rep. Congo,Low income,2012,EG.USE.PCAP.KG.OE,368.37
COD,Dem. Rep. Congo,Low income,2013,EG.USE.PCAP.KG.OE,374.15
COG,Congo,Lower middle income,1980,EG.USE.PCAP.KG.OE,338.81
COG,Congo,Lower middle income,1981,EG.USE.PCAP.KG.OE,341.56
COG,Congo,Lower middle income,1982,EG.USE.PCAP.KG.OE,354.38
COG,Congo,Lower middle income,1983,EG.USE.PCAP.KG.OE,388.79
COG,Congo,Lower middle income,1984,EG.USE.PCAP.KG.OE,366.86
COG,Congo,Lower middle income,1985,EG.USE.PCAP.KG.OE,370.67
COG,Congo,Lower middle income,1986,EG.USE.PCAP.KG.OE,354.02
COG,Congo,Lower middle income,1987,EG.USE.PCAP.KG.OE,349.32
COG,Congo,Lower middle income,1988,EG.USE.PCAP.KG.OE,330.22
COG,Congo,Lower middle income,1989,EG.USE.PCAP.KG.OE,333.09
COG,Congo,Lower middle income,1990,EG.USE.PCAP.KG.OE,330.04
COG,Congo,Lower middle income,1991,EG.USE.PCAP.KG.OE,335.16
COG,Congo,Lower middle income,1992,EG.USE.PCAP.KG.OE,322.12
COG,Congo,Lower middle income,1993,EG.USE.PCAP.KG.OE,314.98
COG,Congo,Lower middle income,1994,EG.USE.PCAP.KG.OE,264.02
COG,Congo,Lower middle income,1995,EG.USE.PCAP.KG.OE,293.41
COG,Congo,Lower middle income,1996,EG.USE.PCAP.KG.OE,269.19
COG,Congo,Lower middle income,1997,EG.USE.PCAP.KG.OE,252.36
COG,Congo,Lower middle income,1998,EG.USE.PCAP.KG.OE,247.24
COG,Congo,Lower middle income,1999,EG.USE.PCAP.KG.OE,236.98
COG,Congo,Lower middle income,2000,EG.USE.PCAP.KG.OE,226.5
COG,Congo,Lower middle income,2001,EG.USE.PCAP.KG.OE,244.54
COG,Congo,Lower middle income,2002,EG.USE.PCAP.KG.OE,240.63
COG,Congo,Lower middle income,2003,EG.USE.PCAP.KG.OE,276.22
COG,Congo,Lower middle income,2004,EG.USE.PCAP.KG.OE,283.51
COG,Congo,Lower middle income,2005,EG.USE.PCAP.KG.OE,295.9
COG,Congo,Lower middle income,2006,EG.USE.PCAP.KG.OE,372
COG,Congo,Lower middle income,2007,EG.USE.PCAP.KG.OE,318.46
COG,Congo,Lower middle income,2008,EG.USE.PCAP.KG.OE,329.67
COG,Congo,Lower middle income,2009,EG.USE.PCAP.KG.OE,361.61
COG,Congo,Lower middle income,2010,EG.USE.PCAP.KG.OE,377.85
COG,Congo,Lower middle income,2011,EG.USE.PCAP.KG.OE,487.05
COG,Congo,Lower middle income,2012,EG.USE.PCAP.KG.OE,542.92
COG,Congo,Lower middle income,2013,EG.USE.PCAP.KG.OE,543.71
COL,Colombia,Upper middle income,1980,EG.USE.PCAP.KG.OE,676.42
COL,Colombia,Upper middle income,1981,EG.USE.PCAP.KG.OE,669.56
COL,Colombia,Upper middle income,1982,EG.USE.PCAP.KG.OE,673.04
COL,Colombia,Upper middle income,1983,EG.USE.PCAP.KG.OE,679.25
COL,Colombia,Upper middle income,1984,EG.USE.PCAP.KG.OE,686.24
COL,Colombia,Upper middle income,1985,EG.USE.PCAP.KG.OE,681.63
COL,Colombia,Upper middle income,1986,EG.USE.PCAP.KG.OE,726.4
COL,Colombia,Upper middle income,1987,EG.USE.PCAP.KG.OE,735.22
COL,Colombia,Upper middle income,1988,EG.USE.PCAP.KG.OE,741.59
COL,Colombia,Upper middle income,1989,EG.USE.PCAP.KG.OE,732
COL,Colombia,Upper middle income,1990,EG.USE.PCAP.KG.OE,742.99
COL,Colombia,Upper middle income,1991,EG.USE.PCAP.KG.OE,735.94
COL,Colombia,Upper middle income,1992,EG.USE.PCAP.KG.OE,737.97
COL,Colombia,Upper middle income,1993,EG.USE.PCAP.KG.OE,756.89
COL,Colombia,Upper middle income,1994,EG.USE.PCAP.KG.OE,768.5
COL,Colombia,Upper middle income,1995,EG.USE.PCAP.KG.OE,767.27
COL,Colombia,Upper middle income,1996,EG.USE.PCAP.KG.OE,771.76
COL,Colombia,Upper middle income,1997,EG.USE.PCAP.KG.OE,735.58
COL,Colombia,Upper middle income,1998,EG.USE.PCAP.KG.OE,757.08
COL,Colombia,Upper middle income,1999,EG.USE.PCAP.KG.OE,665.81
COL,Colombia,Upper middle income,2000,EG.USE.PCAP.KG.OE,658.25
COL,Colombia,Upper middle income,2001,EG.USE.PCAP.KG.OE,645.3
COL,Colombia,Upper middle income,2002,EG.USE.PCAP.KG.OE,623.03
COL,Colombia,Upper middle income,2003,EG.USE.PCAP.KG.OE,626.77
COL,Colombia,Upper middle income,2004,EG.USE.PCAP.KG.OE,624.25
COL,Colombia,Upper middle income,2005,EG.USE.PCAP.KG.OE,641.48
COL,Colombia,Upper middle income,2006,EG.USE.PCAP.KG.OE,665.51
COL,Colombia,Upper middle income,2007,EG.USE.PCAP.KG.OE,653.23
COL,Colombia,Upper middle income,2008,EG.USE.PCAP.KG.OE,675.96
COL,Colombia,Upper middle income,2009,EG.USE.PCAP.KG.OE,692.86
COL,Colombia,Upper middle income,2010,EG.USE.PCAP.KG.OE,696.24
COL,Colombia,Upper middle income,2011,EG.USE.PCAP.KG.OE,689.75
COL,Colombia,Upper middle income,2012,EG.USE.PCAP.KG.OE,689.02
COL,Colombia,Upper middle income,2013,EG.USE.PCAP.KG.OE,727.85
COM,Comoros,Lower middle income,1990,EG.USE.PCAP.KG.OE,41.4
COM,Comoros,Lower middle income,2004,EG.USE.PCAP.KG.OE,58.5
COM,Comoros,Lower middle income,2005,EG.USE.PCAP.KG.OE,62.43
COM,Comoros,Lower middle income,2006,EG.USE.PCAP.KG.OE,69.46
COM,Comoros,Lower middle income,2007,EG.USE.PCAP.KG.OE,66.46
CPV,Cabo Verde,Lower middle income,1990,EG.USE.PCAP.KG.OE,79.67
CPV,Cabo Verde,Lower middle income,2004,EG.USE.PCAP.KG.OE,182.91
CPV,Cabo Verde,Lower middle income,2005,EG.USE.PCAP.KG.OE,200.88
CPV,Cabo Verde,Lower middle income,2006,EG.USE.PCAP.KG.OE,204.46
CPV,Cabo Verde,Lower middle income,2007,EG.USE.PCAP.KG.OE,204.07
CRI,Costa Rica,Upper middle income,1980,EG.USE.PCAP.KG.OE,520.53
CRI,Costa Rica,Upper middle income,1981,EG.USE.PCAP.KG.OE,475.57
CRI,Costa Rica,Upper middle income,1982,EG.USE.PCAP.KG.OE,451.08
CRI,Costa Rica,Upper middle income,1983,EG.USE.PCAP.KG.OE,431.61
CRI,Costa Rica,Upper middle income,1984,EG.USE.PCAP.KG.OE,455.42
CRI,Costa Rica,Upper middle income,1985,EG.USE.PCAP.KG.OE,456.04
CRI,Costa Rica,Upper middle income,1986,EG.USE.PCAP.KG.OE,465.25
CRI,Costa Rica,Upper middle income,1987,EG.USE.PCAP.KG.OE,482.77
CRI,Costa Rica,Upper middle income,1988,EG.USE.PCAP.KG.OE,481.9
CRI,Costa Rica,Upper middle income,1989,EG.USE.PCAP.KG.OE,522.96
CRI,Costa Rica,Upper middle income,1990,EG.USE.PCAP.KG.OE,531.13
CRI,Costa Rica,Upper middle income,1991,EG.USE.PCAP.KG.OE,549.45
CRI,Costa Rica,Upper middle income,1992,EG.USE.PCAP.KG.OE,691.79
CRI,Costa Rica,Upper middle income,1993,EG.USE.PCAP.KG.OE,688.6
CRI,Costa Rica,Upper middle income,1994,EG.USE.PCAP.KG.OE,662.15
CRI,Costa Rica,Upper middle income,1995,EG.USE.PCAP.KG.OE,659.85
CRI,Costa Rica,Upper middle income,1996,EG.USE.PCAP.KG.OE,647.54
CRI,Costa Rica,Upper middle income,1997,EG.USE.PCAP.KG.OE,641.18
CRI,Costa Rica,Upper middle income,1998,EG.USE.PCAP.KG.OE,623.81
CRI,Costa Rica,Upper middle income,1999,EG.USE.PCAP.KG.OE,673.79
CRI,Costa Rica,Upper middle income,2000,EG.USE.PCAP.KG.OE,722.15
CRI,Costa Rica,Upper middle income,2001,EG.USE.PCAP.KG.OE,713.2
CRI,Costa Rica,Upper middle income,2002,EG.USE.PCAP.KG.OE,737.69
CRI,Costa Rica,Upper middle income,2003,EG.USE.PCAP.KG.OE,779.29
CRI,Costa Rica,Upper middle income,2004,EG.USE.PCAP.KG.OE,909.28
CRI,Costa Rica,Upper middle income,2005,EG.USE.PCAP.KG.OE,895.7
CRI,Costa Rica,Upper middle income,2006,EG.USE.PCAP.KG.OE,955.35
CRI,Costa Rica,Upper middle income,2007,EG.USE.PCAP.KG.OE,1015.41
CRI,Costa Rica,Upper middle income,2008,EG.USE.PCAP.KG.OE,1018.64
CRI,Costa Rica,Upper middle income,2009,EG.USE.PCAP.KG.OE,999.51
CRI,Costa Rica,Upper middle income,2010,EG.USE.PCAP.KG.OE,1005.16
CRI,Costa Rica,Upper middle income,2011,EG.USE.PCAP.KG.OE,994.67
CRI,Costa Rica,Upper middle income,2012,EG.USE.PCAP.KG.OE,999.1
CRI,Costa Rica,Upper middle income,2013,EG.USE.PCAP.KG.OE,1010.73
CSS,Caribbean small states,,1990,EG.USE.PCAP.KG.OE,1859.49
CSS,Caribbean small states,,2000,EG.USE.PCAP.KG.OE,3229.01
CSS,Caribbean small states,,2001,EG.USE.PCAP.KG.OE,3479.5
CSS,Caribbean small states,,2002,EG.USE.PCAP.KG.OE,3570.53
CSS,Caribbean small states,,2003,EG.USE.PCAP.KG.OE,3901.96
CSS,Caribbean small states,,2004,EG.USE.PCAP.KG.OE,3036.85
CSS,Caribbean small states,,2005,EG.USE.PCAP.KG.OE,3341.39
CSS,Caribbean small states,,2006,EG.USE.PCAP.KG.OE,3660.54
CSS,Caribbean small states,,2007,EG.USE.PCAP.KG.OE,3808.08
CSS,Caribbean small states,,2008,EG.USE.PCAP.KG.OE,4892.19
CSS,Caribbean small states,,2009,EG.USE.PCAP.KG.OE,4801.88
CSS,Caribbean small states,,2010,EG.USE.PCAP.KG.OE,5001.36
CSS,Caribbean small states,,2011,EG.USE.PCAP.KG.OE,4936.99
CSS,Caribbean small states,,2012,EG.USE.PCAP.KG.OE,4801.02
CSS,Caribbean small states,,2013,EG.USE.PCAP.KG.OE,4849.49
CUB,Cuba,Upper middle income,1980,EG.USE.PCAP.KG.OE,1492.65
CUB,Cuba,Upper middle income,1981,EG.USE.PCAP.KG.OE,1495.25
CUB,Cuba,Upper middle income,1982,EG.USE.PCAP.KG.OE,1506.23
CUB,Cuba,Upper middle income,1983,EG.USE.PCAP.KG.OE,1575.22
CUB,Cuba,Upper middle income,1984,EG.USE.PCAP.KG.OE,1528.8
CUB,Cuba,Upper middle income,1985,EG.USE.PCAP.KG.OE,1506.94
CUB,Cuba,Upper middle income,1986,EG.USE.PCAP.KG.OE,1489.06
CUB,Cuba,Upper middle income,1987,EG.USE.PCAP.KG.OE,1538.6
CUB,Cuba,Upper middle income,1988,EG.USE.PCAP.KG.OE,1600.82
CUB,Cuba,Upper middle income,1989,EG.USE.PCAP.KG.OE,1739.65
CUB,Cuba,Upper middle income,1990,EG.USE.PCAP.KG.OE,1638.16
CUB,Cuba,Upper middle income,1991,EG.USE.PCAP.KG.OE,1344.49
CUB,Cuba,Upper middle income,1992,EG.USE.PCAP.KG.OE,1170.36
CUB,Cuba,Upper middle income,1993,EG.USE.PCAP.KG.OE,972.39
CUB,Cuba,Upper middle income,1994,EG.USE.PCAP.KG.OE,997.87
CUB,Cuba,Upper middle income,1995,EG.USE.PCAP.KG.OE,994.02
CUB,Cuba,Upper middle income,1996,EG.USE.PCAP.KG.OE,1081.82
CUB,Cuba,Upper middle income,1997,EG.USE.PCAP.KG.OE,1107.94
CUB,Cuba,Upper middle income,1998,EG.USE.PCAP.KG.OE,1035.25
CUB,Cuba,Upper middle income,1999,EG.USE.PCAP.KG.OE,1073.53
CUB,Cuba,Upper middle income,2000,EG.USE.PCAP.KG.OE,1146.91
CUB,Cuba,Upper middle income,2001,EG.USE.PCAP.KG.OE,1117.22
CUB,Cuba,Upper middle income,2002,EG.USE.PCAP.KG.OE,1038.16
CUB,Cuba,Upper middle income,2003,EG.USE.PCAP.KG.OE,1030.32
CUB,Cuba,Upper middle income,2004,EG.USE.PCAP.KG.OE,1004.68
CUB,Cuba,Upper middle income,2005,EG.USE.PCAP.KG.OE,948.74
CUB,Cuba,Upper middle income,2006,EG.USE.PCAP.KG.OE,946.03
CUB,Cuba,Upper middle income,2007,EG.USE.PCAP.KG.OE,899.83
CUB,Cuba,Upper middle income,2008,EG.USE.PCAP.KG.OE,954.84
CUB,Cuba,Upper middle income,2009,EG.USE.PCAP.KG.OE,1011.57
CUB,Cuba,Upper middle income,2010,EG.USE.PCAP.KG.OE,1093.21
CUB,Cuba,Upper middle income,2011,EG.USE.PCAP.KG.OE,1027.15
CUB,Cuba,Upper middle income,2012,EG.USE.PCAP.KG.OE,1060.43
CUB,Cuba,Upper middle income,2013,EG.USE.PCAP.KG.OE,1018.65
CUW,Curaçao,High income,1980,EG.USE.PCAP.KG.OE,26517.45
CUW,Curaçao,High income,1981,EG.USE.PCAP.KG.OE,25001.64
CUW,Curaçao,High income,1982,EG.USE.PCAP.KG.OE,27354.02
CUW,Curaçao,High income,1983,EG.USE.PCAP.KG.OE,28902.85
CUW,Curaçao,High income,1984,EG.USE.PCAP.KG.OE,19859.94
CUW,Curaçao,High income,1985,EG.USE.PCAP.KG.OE,11685.02
CUW,Curaçao,High income,1986,EG.USE.PCAP.KG.OE,11099.9
CUW,Curaçao,High income,1987,EG.USE.PCAP.KG.OE,9544.04
CUW,Curaçao,High income,1988,EG.USE.PCAP.KG.OE,8775.99
CUW,Curaçao,High income,1989,EG.USE.PCAP.KG.OE,9465.44
CUW,Curaçao,High income,1990,EG.USE.PCAP.KG.OE,10030.15
CUW,Curaçao,High income,1991,EG.USE.PCAP.KG.OE,10062.53
CUW,Curaçao,High income,1992,EG.USE.PCAP.KG.OE,10501.83
CUW,Curaçao,High income,1993,EG.USE.PCAP.KG.OE,8854.51
CUW,Curaçao,High income,1994,EG.USE.PCAP.KG.OE,8997.12
CUW,Curaçao,High income,1995,EG.USE.PCAP.KG.OE,9055.71
CUW,Curaçao,High income,1996,EG.USE.PCAP.KG.OE,9222.19
CUW,Curaçao,High income,1997,EG.USE.PCAP.KG.OE,16175.2
CUW,Curaçao,High income,1998,EG.USE.PCAP.KG.OE,18814.37
CUW,Curaçao,High income,1999,EG.USE.PCAP.KG.OE,14680.92
CUW,Curaçao,High income,2000,EG.USE.PCAP.KG.OE,15720.11
CUW,Curaçao,High income,2001,EG.USE.PCAP.KG.OE,16994.13
CUW,Curaçao,High income,2002,EG.USE.PCAP.KG.OE,16662.99
CUW,Curaçao,High income,2003,EG.USE.PCAP.KG.OE,15566.69
CUW,Curaçao,High income,2004,EG.USE.PCAP.KG.OE,16180.82
CUW,Curaçao,High income,2005,EG.USE.PCAP.KG.OE,15178.83
CUW,Curaçao,High income,2006,EG.USE.PCAP.KG.OE,14581.11
CUW,Curaçao,High income,2007,EG.USE.PCAP.KG.OE,16222.46
CUW,Curaçao,High income,2008,EG.USE.PCAP.KG.OE,15326.49
CUW,Curaçao,High income,2009,EG.USE.PCAP.KG.OE,15608.49
CUW,Curaçao,High income,2010,EG.USE.PCAP.KG.OE,13710.08
CUW,Curaçao,High income,2011,EG.USE.PCAP.KG.OE,16064.05
CUW,Curaçao,High income,2012,EG.USE.PCAP.KG.OE,13395.37
CUW,Curaçao,High income,2013,EG.USE.PCAP.KG.OE,11727.51
CYP,Cyprus,High income,1980,EG.USE.PCAP.KG.OE,1272.8
CYP,Cyprus,High income,1981,EG.USE.PCAP.KG.OE,1235.69
CYP,Cyprus,High income,1982,EG.USE.PCAP.KG.OE,1239.71
CYP,Cyprus,High income,1983,EG.USE.PCAP.KG.OE,1266.07
CYP,Cyprus,High income,1984,EG.USE.PCAP.KG.OE,1286.72
CYP,Cyprus,High income,1985,EG.USE.PCAP.KG.OE,1256.81
CYP,Cyprus,High income,1986,EG.USE.PCAP.KG.OE,1399.31
CYP,Cyprus,High income,1987,EG.USE.PCAP.KG.OE,1567.01
CYP,Cyprus,High income,1988,EG.USE.PCAP.KG.OE,1578.07
CYP,Cyprus,High income,1989,EG.USE.PCAP.KG.OE,1618.67
CYP,Cyprus,High income,1990,EG.USE.PCAP.KG.OE,1731.28
CYP,Cyprus,High income,1991,EG.USE.PCAP.KG.OE,1743.43
CYP,Cyprus,High income,1992,EG.USE.PCAP.KG.OE,1935.06
CYP,Cyprus,High income,1993,EG.USE.PCAP.KG.OE,2038.47
CYP,Cyprus,High income,1994,EG.USE.PCAP.KG.OE,2278.36
CYP,Cyprus,High income,1995,EG.USE.PCAP.KG.OE,1965.23
CYP,Cyprus,High income,1996,EG.USE.PCAP.KG.OE,2141.28
CYP,Cyprus,High income,1997,EG.USE.PCAP.KG.OE,2057.43
CYP,Cyprus,High income,1998,EG.USE.PCAP.KG.OE,2160.61
CYP,Cyprus,High income,1999,EG.USE.PCAP.KG.OE,2132.54
CYP,Cyprus,High income,2000,EG.USE.PCAP.KG.OE,2253.59
CYP,Cyprus,High income,2001,EG.USE.PCAP.KG.OE,2191.3
CYP,Cyprus,High income,2002,EG.USE.PCAP.KG.OE,2182
CYP,Cyprus,High income,2003,EG.USE.PCAP.KG.OE,2330.88
CYP,Cyprus,High income,2004,EG.USE.PCAP.KG.OE,2144.08
CYP,Cyprus,High income,2005,EG.USE.PCAP.KG.OE,2140.02
CYP,Cyprus,High income,2006,EG.USE.PCAP.KG.OE,2187.15
CYP,Cyprus,High income,2007,EG.USE.PCAP.KG.OE,2270.54
CYP,Cyprus,High income,2008,EG.USE.PCAP.KG.OE,2364.92
CYP,Cyprus,High income,2009,EG.USE.PCAP.KG.OE,2273.11
CYP,Cyprus,High income,2010,EG.USE.PCAP.KG.OE,2162.16
CYP,Cyprus,High income,2011,EG.USE.PCAP.KG.OE,2068.02
CYP,Cyprus,High income,2012,EG.USE.PCAP.KG.OE,1925.33
CYP,Cyprus,High income,2013,EG.USE.PCAP.KG.OE,1654.42
CZE,Czechia,High income,1980,EG.USE.PCAP.KG.OE,4557.32
CZE,Czechia,High income,1981,EG.USE.PCAP.KG.OE,4567.93
CZE,Czechia,High income,1982,EG.USE.PCAP.KG.OE,4633.61
CZE,Czechia,High income,1983,EG.USE.PCAP.KG.OE,4646.57
CZE,Czechia,High income,1984,EG.USE.PCAP.KG.OE,4740.97
CZE,Czechia,High income,1985,EG.USE.PCAP.KG.OE,4764.27
CZE,Czechia,High income,1986,EG.USE.PCAP.KG.OE,4839.94
CZE,Czechia,High income,1987,EG.USE.PCAP.KG.OE,4978.25
CZE,Czechia,High income,1988,EG.USE.PCAP.KG.OE,4876.22
CZE,Czechia,High income,1989,EG.USE.PCAP.KG.OE,4739
CZE,Czechia,High income,1990,EG.USE.PCAP.KG.OE,4796.94
CZE,Czechia,High income,1991,EG.USE.PCAP.KG.OE,4349.24
CZE,Czechia,High income,1992,EG.USE.PCAP.KG.OE,4222.42
CZE,Czechia,High income,1993,EG.USE.PCAP.KG.OE,4089.41
CZE,Czechia,High income,1994,EG.USE.PCAP.KG.OE,3963.31
CZE,Czechia,High income,1995,EG.USE.PCAP.KG.OE,4019.8
CZE,Czechia,High income,1996,EG.USE.PCAP.KG.OE,4152.94
CZE,Czechia,High income,1997,EG.USE.PCAP.KG.OE,4184.88
CZE,Czechia,High income,1998,EG.USE.PCAP.KG.OE,4057.41
